[Arrive Time: 1370, Sorting Time: 112, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:446, Treasury: 1, Treasury Time: 30, Repeat: 1, Waiting: 0
1: 16381 2: 16383 3:16731 4:16453 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16381

1: 16434 2: 16383 3:16731 4:16453 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16383

1: 16434 2: 16478 3:16731 4:16453 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16434

1: 16683 2: 16478 3:16731 4:16453 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16453

Client exits the system Arrive Time: 15962, Sorting Time: 117, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:374, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 16683 2: 16478 3:16731 4:16637 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16478

1: 16683 2: 16507 3:16731 4:16637 5:10000000 6:10000000 7:16889 8:10000000
Clock: 16507

1: 16683 2: 10000000 3:16731 4:16637 5:17030 6:10000000 7:16889 8:10000000
Clock: 16637

Client exits the system Arrive Time: 16198, Sorting Time: 80, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:184, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 175

1: 16683 2: 10000000 3:16731 4:16817 5:17030 6:10000000 7:16889 8:10000000
Clock: 16683

1: 16865 2: 16708 3:16731 4:16817 5:17030 6:10000000 7:16889 8:10000000
Clock: 16708

1: 16865 2: 10000000 3:16731 4:16817 5:17030 6:16744 7:16889 8:10000000
Clock: 16731

Client exits the system Arrive Time: 14939, Sorting Time: 42, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:1750, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 16865 2: 10000000 3:10000000 4:16817 5:17030 6:16744 7:16889 8:10000000
Clock: 16744

Client exits the system Arrive Time: 16683, Sorting Time: 25, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:36, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 16865 2: 10000000 3:10000000 4:16817 5:17030 6:10000000 7:16889 8:10000000
Clock: 16817

Client exits the system Arrive Time: 16381, Sorting Time: 95, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:180, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 161

1: 16865 2: 10000000 3:10000000 4:10000000 5:17030 6:10000000 7:16889 8:10000000
Clock: 16865

1: 16913 2: 16906 3:10000000 4:10000000 5:17030 6:10000000 7:16889 8:10000000
Clock: 16889

Client exits the system Arrive Time: 15987, Sorting Time: 53, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:757, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 92

1: 16913 2: 16906 3:10000000 4:10000000 5:17030 6:10000000 7:16851 8:10000000
Clock: 16851

1: 16913 2: 16906 3:10000000 4:10000000 5:17030 6:10000000 7:10000000 8:16980
Clock: 16906

1: 16913 2: 10000000 3:10000000 4:10000000 5:17030 6:17427 7:10000000 8:16980
Clock: 16913

1: 17055 2: 16926 3:10000000 4:10000000 5:17030 6:17427 7:10000000 8:16980
Clock: 16926

1: 17055 2: 10000000 3:10000000 4:10000000 5:17030 6:17427 7:10000000 8:16980
Clock: 16980

1: 17055 2: 10000000 3:10000000 4:10000000 5:17030 6:17427 7:10000000 8:10000000
Clock: 17030

Client exits the system Arrive Time: 16434, Sorting Time: 29, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:523, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 44

1: 17055 2: 10000000 3:10000000 4:10000000 5:10000000 6:17427 7:17566 8:10000000
Clock: 17055

1: 17135 2: 17123 3:10000000 4:10000000 5:17740 6:17427 7:17566 8:10000000
Clock: 17123

1: 17135 2: 10000000 3:17834 4:10000000 5:17740 6:17427 7:17566 8:10000000
Clock: 17135

1: 17161 2: 17183 3:17834 4:10000000 5:17740 6:17427 7:17566 8:10000000
Clock: 17161

1: 17407 2: 17183 3:17834 4:10000000 5:17740 6:17427 7:17566 8:10000000
Clock: 17183

1: 17407 2: 17284 3:17834 4:10000000 5:17740 6:17427 7:17566 8:17289
Clock: 17284

1: 17407 2: 10000000 3:17834 4:17637 5:17740 6:17427 7:17566 8:17289
Clock: 17289

Client exits the system Arrive Time: 17135, Sorting Time: 48, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 106, Repeat: 0, Waiting: 0

1: 17407 2: 10000000 3:17834 4:17637 5:17740 6:17427 7:17566 8:10000000
Clock: 17407

1: 17589 2: 17414 3:17834 4:17637 5:17740 6:17427 7:17566 8:10000000
Clock: 17414

1: 17589 2: 10000000 3:17834 4:17637 5:17740 6:17427 7:17566 8:17459
Clock: 17427

Client exits the system Arrive Time: 16865, Sorting Time: 41, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:521, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 17589 2: 10000000 3:17834 4:17637 5:17740 6:10000000 7:17566 8:17459
Clock: 17459

Client exits the system Arrive Time: 17407, Sorting Time: 7, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 45, Repeat: 0, Waiting: 0

1: 17589 2: 10000000 3:17834 4:17637 5:17740 6:10000000 7:17566 8:10000000
Clock: 17566

Client exits the system Arrive Time: 16980, Sorting Time: 105, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:536, Treasury: 0, Treasury Time: 129, Repeat: -1, Waiting: -42

1: 17589 2: 10000000 3:17834 4:17637 5:17740 6:10000000 7:10000000 8:10000000
Clock: 17589

1: 17681 2: 17613 3:17834 4:17637 5:17740 6:10000000 7:10000000 8:10000000
Clock: 17613

1: 17681 2: 10000000 3:17834 4:17637 5:17740 6:17456 7:10000000 8:10000000
Clock: 17456

1: 17681 2: 10000000 3:17834 4:17637 5:17740 6:10000000 7:10000000 8:17566
Clock: 17566

1: 17681 2: 10000000 3:17834 4:17637 5:17740 6:10000000 7:10000000 8:10000000
Clock: 17637

Client exits the system Arrive Time: 17161, Sorting Time: 101, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:353, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 22

1: 17681 2: 10000000 3:17834 4:10000000 5:17740 6:17820 7:10000000 8:10000000
Clock: 17681

1: 17731 2: 17775 3:17834 4:10000000 5:17740 6:17820 7:10000000 8:10000000
Clock: 17731

1: 17749 2: 17775 3:17834 4:10000000 5:17740 6:17820 7:10000000 8:10000000
Clock: 17740

Client exits the system Arrive Time: 16913, Sorting Time: 13, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:685, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 129

1: 17749 2: 17775 3:17834 4:10000000 5:10000000 6:17820 7:10000000 8:10000000
Clock: 17749

1: 17784 2: 17775 3:17834 4:10000000 5:10000000 6:17820 7:10000000 8:10000000
Clock: 17775

1: 17784 2: 17794 3:17834 4:10000000 5:18302 6:17820 7:10000000 8:10000000
Clock: 17784

1: 17929 2: 17794 3:17834 4:10000000 5:18302 6:17820 7:10000000 8:10000000
Clock: 17794

1: 17929 2: 17913 3:17834 4:18677 5:18302 6:17820 7:10000000 8:10000000
Clock: 17820

Client exits the system Arrive Time: 17566, Sorting Time: 24, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:183, Treasury: 0, Treasury Time: 110, Repeat: -1, Waiting: 47

1: 17929 2: 17913 3:17834 4:18677 5:18302 6:10000000 7:10000000 8:10000000
Clock: 17834

1: 17929 2: 17913 3:10000000 4:18677 5:18302 6:10000000 7:10000000 8:17863
Clock: 17863

Client exits the system Arrive Time: 17055, Sorting Time: 68, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:711, Treasury: 1, Treasury Time: 29, Repeat: 0, Waiting: 0

1: 17929 2: 17913 3:10000000 4:18677 5:18302 6:10000000 7:10000000 8:10000000
Clock: 17913

1: 17929 2: 17931 3:18572 4:18677 5:18302 6:10000000 7:10000000 8:10000000
Clock: 17929

1: 18552 2: 17931 3:18572 4:18677 5:18302 6:10000000 7:10000000 8:10000000
Clock: 17931

1: 18552 2: 18031 3:18572 4:18677 5:18302 6:10000000 7:18241 8:10000000
Clock: 18031

1: 18552 2: 10000000 3:18572 4:18677 5:18302 6:18392 7:18241 8:10000000
Clock: 18241

1: 18552 2: 10000000 3:18572 4:18677 5:18302 6:18392 7:10000000 8:18351
Clock: 18302

Client exits the system Arrive Time: 17681, Sorting Time: 94, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:527, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 18552 2: 10000000 3:18572 4:18677 5:10000000 6:18392 7:10000000 8:18351
Clock: 18351

Client exits the system Arrive Time: 17784, Sorting Time: 18, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:310, Treasury: 1, Treasury Time: 110, Repeat: 0, Waiting: 129

1: 18552 2: 10000000 3:18572 4:18677 5:10000000 6:18392 7:10000000 8:10000000
Clock: 18392

Client exits the system Arrive Time: 17929, Sorting Time: 100, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:361, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 2

1: 18552 2: 10000000 3:18572 4:18677 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 18552

1: 18616 2: 18595 3:18572 4:18677 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 18572

Client exits the system Arrive Time: 17749, Sorting Time: 119, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:659, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 45

1: 18616 2: 18595 3:10000000 4:18677 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 18595

1: 18616 2: 10000000 3:10000000 4:18677 5:10000000 6:10000000 7:19390 8:10000000
Clock: 18616

1: 18702 2: 18636 3:10000000 4:18677 5:10000000 6:10000000 7:19390 8:10000000
Clock: 18636

1: 18702 2: 10000000 3:10000000 4:18677 5:19502 6:10000000 7:19390 8:10000000
Clock: 18677

Client exits the system Arrive Time: 17731, Sorting Time: 19, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:883, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 44

1: 18702 2: 10000000 3:10000000 4:10000000 5:19502 6:10000000 7:19390 8:10000000
Clock: 18702

1: 18717 2: 18819 3:10000000 4:10000000 5:19502 6:10000000 7:19390 8:10000000
Clock: 18717

1: 18742 2: 18819 3:10000000 4:10000000 5:19502 6:10000000 7:19390 8:10000000
Clock: 18742

1: 18750 2: 18819 3:10000000 4:10000000 5:19502 6:10000000 7:19390 8:10000000
Clock: 18750

1: 18761 2: 18819 3:10000000 4:10000000 5:19502 6:10000000 7:19390 8:10000000
Clock: 18761

1: 18782 2: 18819 3:10000000 4:10000000 5:19502 6:10000000 7:19390 8:10000000
Clock: 18782

1: 19060 2: 18819 3:10000000 4:10000000 5:19502 6:10000000 7:19390 8:10000000
Clock: 18819

1: 19060 2: 18839 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 18839

1: 19060 2: 18859 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:18862
Clock: 18859

1: 19060 2: 18879 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:18862
Clock: 18862

Client exits the system Arrive Time: 18717, Sorting Time: 20, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 23, Repeat: 0, Waiting: 102

1: 19060 2: 18879 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 18879

1: 19060 2: 18894 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 18894

1: 19060 2: 18912 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 18912

1: 19060 2: 10000000 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 19060

1: 19230 2: 19110 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 19110

1: 19230 2: 10000000 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 19230

1: 19426 2: 19263 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 19263

1: 19426 2: 10000000 3:10000000 4:10000000 5:19502 6:19290 7:19390 8:10000000
Clock: 19290

Client exits the system Arrive Time: 18702, Sorting Time: 117, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:471, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 19426 2: 10000000 3:10000000 4:10000000 5:19502 6:19524 7:19390 8:10000000
Clock: 19390

1: 19426 2: 10000000 3:10000000 4:10000000 5:19502 6:19524 7:20371 8:19503
Clock: 19426

1: 19437 2: 19511 3:10000000 4:10000000 5:19502 6:19524 7:20371 8:19503
Clock: 19437

1: 19634 2: 19511 3:10000000 4:10000000 5:19502 6:19524 7:20371 8:19503
Clock: 19502

Client exits the system Arrive Time: 18616, Sorting Time: 20, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:866, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 19634 2: 19511 3:10000000 4:10000000 5:19912 6:19524 7:20371 8:19503
Clock: 19503

Client exits the system Arrive Time: 18552, Sorting Time: 43, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:795, Treasury: 1, Treasury Time: 113, Repeat: 0, Waiting: 0

1: 19634 2: 19511 3:10000000 4:10000000 5:19912 6:19524 7:20371 8:10000000
Clock: 19511

1: 19634 2: 19548 3:10000000 4:10000000 5:19912 6:19524 7:20371 8:10000000
Clock: 19524

1: 19634 2: 19548 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:19601
Clock: 19548

1: 19634 2: 10000000 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:19601
Clock: 19601

Client exits the system Arrive Time: 19230, Sorting Time: 33, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:234, Treasury: 1, Treasury Time: 77, Repeat: 0, Waiting: 27

1: 19634 2: 10000000 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19634

1: 19719 2: 19681 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19681

1: 19719 2: 10000000 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19719

1: 19734 2: 19721 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19721

1: 19734 2: 10000000 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19734

1: 19786 2: 19779 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19779

1: 19786 2: 10000000 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19786

1: 19907 2: 19856 3:10000000 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19856

1: 19907 2: 10000000 3:20355 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19907

1: 19983 2: 20012 3:20355 4:10000000 5:19912 6:20005 7:20371 8:10000000
Clock: 19912

Client exits the system Arrive Time: 18742, Sorting Time: 20, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:410, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 740

1: 19983 2: 20012 3:20355 4:10000000 5:20042 6:20005 7:20371 8:10000000
Clock: 19983

1: 20201 2: 20012 3:20355 4:10000000 5:20042 6:20005 7:20371 8:10000000
Clock: 20005

Client exits the system Arrive Time: 18750, Sorting Time: 20, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:481, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 754

1: 20201 2: 20012 3:20355 4:10000000 5:20042 6:20708 7:20371 8:10000000
Clock: 20012

1: 20201 2: 20094 3:20355 4:10000000 5:20042 6:20708 7:20371 8:20128
Clock: 20042

1: 20201 2: 20094 3:20355 4:10000000 5:20635 6:20708 7:20371 8:20128
Clock: 20094

1: 20201 2: 10000000 3:20355 4:21077 5:20635 6:20708 7:20371 8:20128
Clock: 20128

Client exits the system Arrive Time: 19907, Sorting Time: 105, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 116, Repeat: 0, Waiting: 0

1: 20201 2: 10000000 3:20355 4:21077 5:20635 6:20708 7:20371 8:20183
Clock: 20183

Client exits the system Arrive Time: 19437, Sorting Time: 37, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:130, Treasury: 1, Treasury Time: 55, Repeat: 0, Waiting: 524

1: 20201 2: 10000000 3:20355 4:21077 5:20635 6:20708 7:20371 8:10000000
Clock: 20201

1: 20217 2: 20206 3:20355 4:21077 5:20635 6:20708 7:20371 8:10000000
Clock: 20206

1: 20217 2: 10000000 3:20355 4:21077 5:20635 6:20708 7:20371 8:10000000
Clock: 20217

1: 20300 2: 20396 3:20355 4:21077 5:20635 6:20708 7:20371 8:10000000
Clock: 20300

1: 20340 2: 20396 3:20355 4:21077 5:20635 6:20708 7:20371 8:10000000
Clock: 20340

1: 20958 2: 20396 3:20355 4:21077 5:20635 6:20708 7:20371 8:10000000
Clock: 20355

Client exits the system Arrive Time: 19786, Sorting Time: 70, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:499, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 20958 2: 20396 3:20942 4:21077 5:20635 6:20708 7:20371 8:10000000
Clock: 20371

1: 20958 2: 20396 3:20942 4:21077 5:20635 6:20708 7:21076 8:20447
Clock: 20396

1: 20958 2: 20429 3:20942 4:21077 5:20635 6:20708 7:21076 8:20447
Clock: 20429

1: 20958 2: 20521 3:20942 4:21077 5:20635 6:20708 7:21076 8:20447
Clock: 20447

Client exits the system Arrive Time: 18761, Sorting Time: 15, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:981, Treasury: 1, Treasury Time: 76, Repeat: 0, Waiting: 614

1: 20958 2: 20521 3:20942 4:21077 5:20635 6:20708 7:21076 8:10000000
Clock: 20521

1: 20958 2: 10000000 3:20942 4:21077 5:20635 6:20708 7:21076 8:20540
Clock: 20540

Client exits the system Arrive Time: 20340, Sorting Time: 92, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 19, Repeat: 0, Waiting: 89

1: 20958 2: 10000000 3:20942 4:21077 5:20635 6:20708 7:21076 8:10000000
Clock: 20635

Client exits the system Arrive Time: 19734, Sorting Time: 45, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:593, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 263

1: 20958 2: 10000000 3:20942 4:21077 5:21532 6:20708 7:21076 8:10000000
Clock: 20708

Client exits the system Arrive Time: 19719, Sorting Time: 2, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:703, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 284

1: 20958 2: 10000000 3:20942 4:21077 5:21532 6:10000000 7:21076 8:10000000
Clock: 20942

Client exits the system Arrive Time: 20201, Sorting Time: 5, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:587, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 149

1: 20958 2: 10000000 3:22682 4:21077 5:21532 6:10000000 7:21076 8:10000000
Clock: 20958

1: 20973 2: 20998 3:22682 4:21077 5:21532 6:10000000 7:21076 8:10000000
Clock: 20973

1: 21215 2: 20998 3:22682 4:21077 5:21532 6:10000000 7:21076 8:10000000
Clock: 20998

1: 21215 2: 21117 3:22682 4:21077 5:21532 6:10000000 7:21076 8:10000000
Clock: 21076

Client exits the system Arrive Time: 18782, Sorting Time: 18, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:705, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 1571

1: 21215 2: 21117 3:22682 4:21077 5:21532 6:10000000 7:21695 8:10000000
Clock: 21077

1: 21215 2: 21117 3:22682 4:10000000 5:21532 6:10000000 7:21695 8:21125
Clock: 21117

1: 21215 2: 10000000 3:22682 4:10000000 5:21532 6:10000000 7:21695 8:21125
Clock: 21125

Client exits the system Arrive Time: 19983, Sorting Time: 82, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:983, Treasury: 1, Treasury Time: 48, Repeat: 0, Waiting: 29

1: 21215 2: 10000000 3:22682 4:10000000 5:21532 6:10000000 7:21695 8:10000000
Clock: 21215

1: 21284 2: 21329 3:22682 4:10000000 5:21532 6:10000000 7:21695 8:10000000
Clock: 21284

1: 21329 2: 21329 3:22682 4:10000000 5:21532 6:10000000 7:21695 8:10000000
Clock: 21329

1: 21347 2: 21412 3:22682 4:10000000 5:21532 6:21355 7:21695 8:10000000
Clock: 21347

1: 21350 2: 21412 3:22682 4:10000000 5:21532 6:21355 7:21695 8:10000000
Clock: 21350

1: 21478 2: 21412 3:22682 4:10000000 5:21532 6:21355 7:21695 8:10000000
Clock: 21355

Client exits the system Arrive Time: 21215, Sorting Time: 114, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:26, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 21478 2: 21412 3:22682 4:10000000 5:21532 6:10000000 7:21695 8:10000000
Clock: 21412

1: 21478 2: 21564 3:22682 4:10000000 5:21532 6:21859 7:21695 8:10000000
Clock: 21478

1: 22106 2: 21564 3:22682 4:10000000 5:21532 6:21859 7:21695 8:10000000
Clock: 21532

Client exits the system Arrive Time: 20300, Sorting Time: 33, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:897, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 302

1: 22106 2: 21564 3:22682 4:10000000 5:10000000 6:21859 7:21695 8:10000000
Clock: 21564

1: 22106 2: 21589 3:22682 4:10000000 5:10000000 6:21859 7:21695 8:21639
Clock: 21589

1: 22106 2: 21672 3:22682 4:10000000 5:21414 6:21859 7:21695 8:21639
Clock: 21414

1: 22106 2: 21672 3:22682 4:10000000 5:10000000 6:21859 7:21695 8:21639
Clock: 21639

Client exits the system Arrive Time: 21329, Sorting Time: 152, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 75, Repeat: 0, Waiting: 83

1: 22106 2: 21672 3:22682 4:10000000 5:10000000 6:21859 7:21695 8:21715
Clock: 21672

1: 22106 2: 21768 3:22682 4:20627 5:10000000 6:21859 7:21695 8:21715
Clock: 20627

1: 22106 2: 21768 3:22682 4:10000000 5:10000000 6:21859 7:21695 8:21715
Clock: 21695

Client exits the system Arrive Time: 19060, Sorting Time: 50, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:619, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 1966

1: 22106 2: 21768 3:22682 4:10000000 5:10000000 6:21859 7:21311 8:21715
Clock: 21311

1: 22106 2: 21768 3:22682 4:10000000 5:10000000 6:21859 7:21684 8:21715
Clock: 21684

Client exits the system Arrive Time: 19634, Sorting Time: 47, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:373, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 1630

1: 22106 2: 21768 3:22682 4:10000000 5:10000000 6:21859 7:22802 8:21715
Clock: 21715

1: 22106 2: 21768 3:22682 4:10000000 5:10000000 6:21859 7:22802 8:21830
Clock: 21768

1: 22106 2: 10000000 3:22682 4:10000000 5:22159 6:21859 7:22802 8:21830
Clock: 21830

1: 22106 2: 10000000 3:22682 4:10000000 5:22159 6:21859 7:22802 8:21923
Clock: 21859

1: 22106 2: 10000000 3:22682 4:21900 5:22159 6:21941 7:22802 8:21923
Clock: 21900

Client exits the system Arrive Time: 21830, Sorting Time: 83, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:41, Treasury: 0, Treasury Time: 115, Repeat: -1, Waiting: 241

1: 22106 2: 10000000 3:22682 4:10000000 5:22159 6:21941 7:22802 8:21923
Clock: 21923

1: 22106 2: 10000000 3:22682 4:10000000 5:22159 6:21941 7:22802 8:22006
Clock: 21941

Client exits the system Arrive Time: 21715, Sorting Time: 25, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:82, Treasury: 0, Treasury Time: 76, Repeat: -1, Waiting: 185

1: 22106 2: 10000000 3:22682 4:10000000 5:22159 6:10000000 7:22802 8:22006
Clock: 22006

Client exits the system Arrive Time: 21284, Sorting Time: 83, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:447, Treasury: 1, Treasury Time: 83, Repeat: 0, Waiting: 109

1: 22106 2: 10000000 3:22682 4:10000000 5:22159 6:10000000 7:22802 8:10000000
Clock: 22106

1: 22204 2: 22148 3:22682 4:10000000 5:22159 6:10000000 7:22802 8:10000000
Clock: 22148

1: 22204 2: 10000000 3:22682 4:10000000 5:22159 6:10000000 7:22802 8:10000000
Clock: 22159

Client exits the system Arrive Time: 21478, Sorting Time: 96, Direct Treasury: 0, Priority: 1, Desk: B, Desk Time:391, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 194

1: 22204 2: 10000000 3:22682 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22204

1: 22314 2: 22227 3:22682 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22227

1: 22314 2: 10000000 3:22682 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22314

1: 22393 2: 22483 3:22682 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22393

1: 22695 2: 22483 3:22682 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22483

1: 22695 2: 22532 3:22682 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22532

1: 22695 2: 10000000 3:22682 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22682

Client exits the system Arrive Time: 20217, Sorting Time: 179, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:1740, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 546

1: 22695 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22695

1: 22742 2: 22813 3:10000000 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22742

1: 22760 2: 22813 3:10000000 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22760

1: 22896 2: 22813 3:10000000 4:10000000 5:10000000 6:10000000 7:22802 8:10000000
Clock: 22802

Client exits the system Arrive Time: 20958, Sorting Time: 40, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:1118, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 686

1: 22896 2: 22813 3:10000000 4:10000000 5:10000000 6:10000000 7:23339 8:10000000
Clock: 22813

1: 22896 2: 22841 3:22879 4:10000000 5:23117 6:23429 7:23339 8:10000000
Clock: 22841

1: 22896 2: 22888 3:22879 4:23677 5:23117 6:23429 7:23339 8:10000000
Clock: 22879

Client exits the system Arrive Time: 22695, Sorting Time: 118, Direct Treasury: 0, Priority: 1, Desk: A, Desk Time:66, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 22896 2: 22888 3:10000000 4:23677 5:23117 6:23429 7:23339 8:10000000
Clock: 22888

1: 22896 2: 10000000 3:10000000 4:23677 5:23117 6:23429 7:23339 8:10000000
Clock: 22896

